id,text,created_at,author_id,in_reply_to_user_id,lang,author,entities,referenced_tweets,media,geo
1.53137815815872E+018,"RT @Philosopher254: @citizentvkenya DPP Haji is among the few sober voices around. See his comment on ""Sipangwingwi"". Very practical. https…",2022-05-30T20:52:59.000Z,9.80104542619566E+017,,en,"{""protected"":false,""id"":""980104542619566080"",""created_at"":""2018-03-31T15:28:27.000Z"",""public_metrics"":{""followers_count"":1631,""following_count"":2312,""tweet_count"":13979,""listed_count"":0},""name"":""Aaron Mutai"",""username"":""AaronMutai5"",""url"":"""",""location"":""Nairobi, Kenya""}",,"[{""type"":""retweeted"",""id"":""1531363433895149578"",""created_at"":""2022-05-30T19:54:28.000Z"",""referenced_tweets"":[{""type"":""replied_to"",""id"":""1531350276321550337""}],""attachments"":{""media_keys"":[""3_1531363425758203906""]},""in_reply_to_user_id"":""70394965"",""lang"":""en"",""author_id"":""749335823858987008"",""text"":""@citizentvkenya DPP Haji is among the few sober voices around. See his comment on \""Sipangwingwi\"". Very practical. https://t.co/k7MF0yxeVD""}]",,
1.53136475112051E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T19:59:42.000Z,415343372,,en,"{""protected"":false,""id"":""415343372"",""created_at"":""2011-11-18T06:33:36.000Z"",""public_metrics"":{""followers_count"":4527,""following_count"":5000,""tweet_count"":103997,""listed_count"":4},""name"":""Queen🇩🇪"",""username"":""Deutsch_Queen"",""url"":""https://t.co/f0FklDR3n0"",""location"":""Deutschland""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53136469860773E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-30T19:59:30.000Z,1.5012977733748E+018,,en,"{""protected"":false,""id"":""1501297773374803969"",""created_at"":""2022-03-08T20:44:46.000Z"",""public_metrics"":{""followers_count"":28,""following_count"":91,""tweet_count"":101,""listed_count"":0},""name"":""Adam"",""username"":""Adam54614479"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53136343389515E+018,"@citizentvkenya DPP Haji is among the few sober voices around. See his comment on ""Sipangwingwi"". Very practical. https://t.co/k7MF0yxeVD",2022-05-30T19:54:28.000Z,7.49335823858987E+017,70394965,en,"{""protected"":false,""id"":""749335823858987008"",""created_at"":""2016-07-02T20:15:57.000Z"",""public_metrics"":{""followers_count"":6472,""following_count"":3879,""tweet_count"":45867,""listed_count"":3},""name"":""Philosopher"",""username"":""Philosopher254"",""url"":"""",""location"":""Kenya""}",,"[{""type"":""replied_to"",""id"":""1531350276321550337"",""created_at"":""2022-05-30T19:02:11.000Z"",""lang"":""en"",""author_id"":""70394965"",""text"":""DCI Kinoti now wants DPP Haji arrested over alleged forgery https://t.co/zwzpvYmDGI""}]","[{""url"":""https://pbs.twimg.com/media/FUB-7BZX0AIaYls.jpg"",""type"":""photo"",""media_key"":""3_1531363425758203906""}]",
1.53136340190509E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T19:54:21.000Z,9.13102896014688E+017,,en,"{""protected"":false,""id"":""913102896014688256"",""created_at"":""2017-09-27T18:07:49.000Z"",""public_metrics"":{""followers_count"":2215,""following_count"":3129,""tweet_count"":13852,""listed_count"":1},""name"":""Baite muhonoku biu🙏"",""username"":""Ntomugania"",""url"":"""",""location"":""Nairobi, Kenya""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53136050780176E+018,"RT @BMuhadis: @nduyamuthama Wooh.! Hard Tackle.! 🤣🤣🤣
Hii ni kifo ata sio kuzimia..wameze wembe. Lol..hahaha.. 

Hatupangwingwi.! 
Gents let…",2022-05-30T19:42:51.000Z,2472348400,,en,"{""protected"":false,""id"":""2472348400"",""created_at"":""2014-04-09T19:38:17.000Z"",""public_metrics"":{""followers_count"":56,""following_count"":303,""tweet_count"":910,""listed_count"":0},""name"":""junior mkenya"",""username"":""junior_mkenya"",""url"":"""",""location"":""Karen""}",,"[{""type"":""retweeted"",""id"":""1531285748950913024"",""created_at"":""2022-05-30T14:45:47.000Z"",""referenced_tweets"":[{""type"":""replied_to"",""id"":""1531280991083536384""}],""attachments"":{""media_keys"":[""7_1531285565236207619""]},""in_reply_to_user_id"":""2906821744"",""lang"":""en"",""author_id"":""1289446448682147840"",""text"":""@nduyamuthama Wooh.! Hard Tackle.! 🤣🤣🤣\nHii ni kifo ata sio kuzimia..wameze wembe. Lol..hahaha.. \n\nHatupangwingwi.! \nGents let’s get our Remix back into campaign trail loud en clear. Kuzimia deserves sleepless nights &amp; unpleasant days. \n@UDAKenya @VeronicaMainaSG @NdindiNyoro @WilliamsRuto https://t.co/358o05RZ7B""}]",,
1.53135567345564E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T19:23:38.000Z,2917770041,,en,"{""protected"":false,""id"":""2917770041"",""created_at"":""2014-12-12T14:55:44.000Z"",""public_metrics"":{""followers_count"":1003,""following_count"":1952,""tweet_count"":15026,""listed_count"":1},""name"":""hinzano karisa"",""username"":""KarisaHinzano"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53135213187746E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T19:09:34.000Z,420359287,,en,"{""protected"":false,""id"":""420359287"",""created_at"":""2011-11-24T14:34:50.000Z"",""public_metrics"":{""followers_count"":1316,""following_count"":5001,""tweet_count"":11409,""listed_count"":118},""name"":""Peter J. DULLO"",""username"":""PeterJDULLO"",""url"":"""",""location"":""Nairobi, KENYA""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53135062132392E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T19:03:33.000Z,1.36673918915328E+018,,en,"{""protected"":false,""id"":""1366739189153284098"",""created_at"":""2021-03-02T13:16:44.000Z"",""public_metrics"":{""followers_count"":142,""following_count"":1624,""tweet_count"":3096,""listed_count"":0},""name"":""kibagendi Senior"",""username"":""KibagendiSenio2"",""url"":"""",""location"":""kisii kenya""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53134946715644E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T18:58:58.000Z,1.22457033249902E+018,,en,"{""protected"":false,""id"":""1224570332499017733"",""created_at"":""2020-02-04T05:48:33.000Z"",""public_metrics"":{""followers_count"":69,""following_count"":381,""tweet_count"":175,""listed_count"":0},""name"":""Pasco Mutharimi"",""username"":""MutharimiPasco"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53134432105991E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-30T18:38:31.000Z,1.24683458235741E+018,,en,"{""protected"":false,""id"":""1246834582357409797"",""created_at"":""2020-04-05T16:18:42.000Z"",""public_metrics"":{""followers_count"":60,""following_count"":147,""tweet_count"":674,""listed_count"":0},""name"":""McBull"",""username"":""McBull19"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53134132538312E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T18:26:37.000Z,1459985684,,en,"{""protected"":false,""id"":""1459985684"",""created_at"":""2013-05-26T15:50:26.000Z"",""public_metrics"":{""followers_count"":1524,""following_count"":1724,""tweet_count"":1781,""listed_count"":0},""name"":""washington mutuma"",""username"":""mtumawashington"",""url"":"""",""location"":""Maua""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53134058686695E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T18:23:41.000Z,9.75729482299511E+017,,en,"{""protected"":false,""id"":""975729482299510784"",""created_at"":""2018-03-19T13:43:31.000Z"",""public_metrics"":{""followers_count"":374,""following_count"":5001,""tweet_count"":3954,""listed_count"":2},""name"":""Salim BAGANA"",""username"":""mghwayo254"",""url"":""https://t.co/zLpeYvD335"",""location"":""Mombasa, Kenya""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53133935141782E+018,"RT @KiigenKoech: I am soon going to ESCALATE my DOOR to DOOR CAMPAIGNS for Rt. Hon. Raila Odinga. ROUND ONE: I will start with MOMBASA, fol…",2022-05-30T18:18:46.000Z,2715359805,,en,"{""protected"":false,""id"":""2715359805"",""created_at"":""2014-07-17T07:22:37.000Z"",""public_metrics"":{""followers_count"":22,""following_count"":16,""tweet_count"":163,""listed_count"":0},""name"":""charles Ndivo"",""username"":""cmaweu10"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1529096316877422592"",""created_at"":""2022-05-24T13:45:45.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am soon going to ESCALATE my DOOR to DOOR CAMPAIGNS for Rt. Hon. Raila Odinga. ROUND ONE: I will start with MOMBASA, followed by KISUMU, ELDORET and back to NAIROBI. My father, #BabaThe5th, HATUPANGWINGWI!! @RailaOdinga""}]",,
1.53133731783479E+018,"@AguMwalwayo @jr_twaah @vallen_nvG @ITexpertTz Kabisa yaani wasituleteee, hatupangwingwi 😅😅😅🙌🏾",2022-05-30T18:10:42.000Z,1292198622,2885336549,tl,"{""protected"":false,""id"":""1292198622"",""created_at"":""2013-03-23T18:52:14.000Z"",""public_metrics"":{""followers_count"":13178,""following_count"":1134,""tweet_count"":57204,""listed_count"":3},""name"":""Funny Fella😎"",""username"":""ThatNigger85"",""url"":"""",""location"":""Dar es Salaam, Tanzania.""}",,"[{""type"":""replied_to"",""id"":""1531184829756321795"",""created_at"":""2022-05-30T08:04:46.000Z"",""referenced_tweets"":[{""type"":""replied_to"",""id"":""1530944256529117186""}],""in_reply_to_user_id"":""1292198622"",""lang"":""tl"",""author_id"":""2885336549"",""text"":""@ThatNigger85 @jr_twaah @vallen_nvG @ITexpertTz Unaniletea umaarufu wakati hata mimi maarufu mtaani kwangu🤣🤣🤣🤣""}]",,
1.53133630493125E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T18:06:40.000Z,404608142,,en,"{""protected"":false,""id"":""404608142"",""created_at"":""2011-11-04T04:56:20.000Z"",""public_metrics"":{""followers_count"":5434,""following_count"":5207,""tweet_count"":68814,""listed_count"":10},""name"":""Angela Mukii"",""username"":""Angelamukii"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53133053531808E+018,"RT @KiigenKoech: I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON…",2022-05-30T17:43:45.000Z,1.43663634453779E+018,,en,"{""protected"":false,""id"":""1436636344537788417"",""created_at"":""2021-09-11T10:23:15.000Z"",""public_metrics"":{""followers_count"":169,""following_count"":259,""tweet_count"":4421,""listed_count"":0},""name"":""Don The Dj"",""username"":""DonTheDj254"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1531223046215847936"",""created_at"":""2022-05-30T10:36:37.000Z"",""lang"":""en"",""author_id"":""48084837"",""text"":""I am firmly in the UDA PARTY but my preferred Presidential Candidate is RAILA ODINGA and the GOVERNOR of Nairobi, JOHNSON SAKAJA. Mimi sio kondoo. We need LEADERS and not GANGSTERS! SIPANGWINGWI!! #BabaThe5th @SakajaJohnson @RailaOdinga""}]",,
1.53133021604336E+018,"RT @BMuhadis: @nduyamuthama Wooh.! Hard Tackle.! 🤣🤣🤣
Hii ni kifo ata sio kuzimia..wameze wembe. Lol..hahaha.. 

Hatupangwingwi.! 
Gents let…",2022-05-30T17:42:28.000Z,1.51345931861979E+018,,en,"{""protected"":false,""id"":""1513459318619791367"",""created_at"":""2022-04-11T10:10:17.000Z"",""public_metrics"":{""followers_count"":55,""following_count"":240,""tweet_count"":438,""listed_count"":0},""name"":""Nzisa Muthama"",""username"":""nzisa_muthama"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1531285748950913024"",""created_at"":""2022-05-30T14:45:47.000Z"",""referenced_tweets"":[{""type"":""replied_to"",""id"":""1531280991083536384""}],""attachments"":{""media_keys"":[""7_1531285565236207619""]},""in_reply_to_user_id"":""2906821744"",""lang"":""en"",""author_id"":""1289446448682147840"",""text"":""@nduyamuthama Wooh.! Hard Tackle.! 🤣🤣🤣\nHii ni kifo ata sio kuzimia..wameze wembe. Lol..hahaha.. \n\nHatupangwingwi.! \nGents let’s get our Remix back into campaign trail loud en clear. Kuzimia deserves sleepless nights &amp; unpleasant days. \n@UDAKenya @VeronicaMainaSG @NdindiNyoro @WilliamsRuto https://t.co/358o05RZ7B""}]",,
1.53133014602794E+018,@nduyamuthama Alaar...alaar. waambie waskie @JunetMohamed mmeskia hiyo. #hatupangwingwi,2022-05-30T17:42:12.000Z,1.51345931861979E+018,2906821744,et,"{""protected"":false,""id"":""1513459318619791367"",""created_at"":""2022-04-11T10:10:17.000Z"",""public_metrics"":{""followers_count"":55,""following_count"":240,""tweet_count"":438,""listed_count"":0},""name"":""Nzisa Muthama"",""username"":""nzisa_muthama"",""url"":""""}",,"[{""type"":""replied_to"",""id"":""1531280991083536384"",""created_at"":""2022-05-30T14:26:52.000Z"",""attachments"":{""media_keys"":[""3_1531280987992338432""]},""lang"":""en"",""author_id"":""2906821744"",""text"":""For Immediate Release! https://t.co/GvJXOYo4ag""}]",,
